year,state,name,FiscalYear, Total Taxes , Property Tax (T01) , Tot Sales & Gr Rec Tax , Total Gen Sales Tax (T09) , Total Select Sales Tax , Alcoholic Beverage Tax (T10) , Amusement Tax (T11) , Insurance Premium Tax (T12) , Motor Fuels Tax (T13) , Parimutuels Tax (T14) , Public Utility Tax (T15) , Tobacco Tax (T16) , Other Select Sales Tax (T19) , Total License Taxes , Alcoholic Beverage Lic (T20) , Amusement License (T21) , Corporation License (T22) , Hunt and Fish License (T23) , Motor Veh & Oper Lic , Motor Vehicle License (T24) , Motor Veh Oper License (T25) , Public Utility License (T27) , Occup and Bus Lic NEC (T28) , Other License Taxes (T29) , Total Income Taxes , Individual Income Tax (T40) , Corp Net Income Tax (T41) , Total Other Taxes , Death and Gift Tax (T50) , Docum and Stock Tr Tax (T51) , Severance Tax (T53) , Taxes NEC (T99) 
2016,19,IA STATE GOVT,63016,"9,565,099","1,410","4,597,957","3,162,854","1,435,103","22,423","298,017","119,571","689,693","3,666","35,236","227,901","38,596","925,958","15,468","33,156","46,695","29,246","627,512","610,762","16,750","12,035","153,278","8,568","3,930,190","3,553,325","376,865","109,584","88,759","20,825",X,0
2016,20,KS STATE GOVT,63016,"8,058,949","663,841","4,324,953","3,240,354","1,084,599","133,709",331,"305,631","450,633",X,406,"146,552","47,337","396,648","3,672","6,379","27,173","30,568","239,652","219,463","20,189","4,981","81,617","2,606","2,623,779","2,231,902","391,877","49,728",1,X,"49,727",0
2016,21,KY STATE GOVT,63016,"11,778,866","577,544","5,603,120","3,462,704","2,140,416","139,248",229,"145,250","750,034","4,993","64,681","245,581","790,400","505,377","6,616",324,"109,321","28,455","224,453","207,617","16,836",X,"130,826","5,382","4,888,920","4,282,080","606,840","203,905","51,247","3,255","149,403",0
2016,22,LA STATE GOVT,63016,"9,498,007","62,273","5,541,241","3,186,614","2,354,627","63,356","702,573","518,906","622,234","4,338","8,618","121,200","313,402","400,191",X,X,"106,104","30,789","147,639","133,362","14,277","11,678","99,581","4,400","3,038,035","2,866,456","171,579","456,267",X,X,"456,267",0
2016,23,ME STATE GOVT,63016,"4,130,242","35,425","2,077,913","1,359,190","718,723","18,741","53,255","102,528","245,053","1,562","21,674","141,464","134,446","272,253","5,445",590,"10,100","16,731","119,780","108,845","10,935",X,"110,986","8,621","1,689,129","1,551,637","137,492","55,522","27,198","28,324",X,0
2016,24,MD STATE GOVT,63016,"20,894,199","748,389","8,939,430","4,504,242","4,435,188","31,627","650,293","552,526","1,017,769","1,173","137,537","395,266","1,648,997","884,363","1,446","1,415","103,860","17,883","529,350","492,753","36,597",X,"228,582","1,827","9,646,537","8,517,529","1,129,008","675,480","261,922","200,858",X,"212,700"
2016,25,MA STATE GOVT,63016,"27,283,005","5,818","8,683,866","6,089,860","2,594,006","83,395","66,844","406,796","766,553","1,326","24,929","640,839","603,324","1,122,219","3,450","14,916","26,922","5,532","563,479","464,428","99,051",X,"324,481","183,439","16,764,223","14,430,331","2,333,892","706,879","399,429","307,450",X,0
2016,26,MI STATE GOVT,93016,"27,608,542","2,060,543","13,331,382","9,263,616","4,067,766","156,499","112,867","329,805","1,017,267","3,802","29,026","946,468","1,472,032","1,648,758","18,655",X,"23,574","63,237","1,119,232","1,060,521","58,711","30,983","162,342","230,735","10,254,907","9,202,587","1,052,320","312,952",1,"289,314","23,637",0
2016,27,MN STATE GOVT,63016,"25,189,128","849,824","10,120,647","5,583,910","4,536,737","88,352","56,310","457,876","901,156",522,54,"650,042","2,382,425","1,426,235","2,580","1,161","8,201","64,581","789,390","741,938","47,452",934,"499,122","60,266","12,248,267","10,732,570","1,515,697","544,155","182,499","226,485","49,711","85,460"
2016,28,MS STATE GOVT,63016,"7,660,391","26,725","4,777,794","3,297,760","1,480,034","42,352","133,847","317,659","443,578",X,"1,602","145,931","395,065","553,510","1,306","35,337","144,283","2,731","173,301","158,029","15,272","7,292","129,892","59,368","2,263,164","1,800,053","463,111","39,198",4,X,"39,194",0
2016,29,MO STATE GOVT,63016,"12,297,119","30,892","5,302,264","3,536,396","1,765,868","36,849","367,814","400,734","717,178",X,X,"101,944","141,349","599,276","5,359","2,178","13,430","34,369","306,480","289,124","17,356","19,842","143,496","74,122","6,352,437","6,023,701","328,736","12,250",56,"12,102",9,83
2016,30,MT STATE GOVT,63016,"2,627,943","278,497","562,474",X,"562,474","31,907","60,392","98,463","186,083",44,"43,995","86,289","55,301","319,020","3,374","7,576","4,282","32,517","153,546","144,973","8,573",12,"107,039","10,674","1,300,011","1,181,042","118,969","167,941",X,X,"164,373","3,568"
2016,31,NE STATE GOVT,63016,"5,117,133",123,"2,362,718","1,783,498","579,220","30,520","5,800","65,465","342,004",160,"49,288","61,258","24,725","185,082",648,"1,589","16,213","14,608","115,125","104,287","10,838",X,"35,843","1,056","2,552,391","2,244,719","307,672","16,819",X,"14,292","2,527",0
2016,32,NV STATE GOVT,63016,"8,026,362","280,055","6,347,777","4,266,267","2,081,510","45,098","930,045","310,223","315,897",3,"23,357","174,663","282,224","652,383",X,"88,907","75,726","12,817","227,469","196,610","30,859",X,"242,794","4,670",X,X,X,"746,147",X,"81,683","102,686","561,778"
2016,33,NH STATE GOVT,63016,"2,641,946","406,394","982,832",X,"982,832","12,850",427,"113,473","144,930",922,"58,206","226,482","425,542","329,549","18,056",288,"59,010","11,742","121,976","116,127","5,849","16,989","100,049","1,439","788,210","87,973","700,237","134,961",X,"134,961",X,0
2016,34,NJ STATE GOVT,63016,"31,546,720","4,638","13,173,332","9,267,703","3,905,629","138,799","209,417","605,447","554,473",X,"964,738","677,216","755,539","1,499,889","4,199","42,181","247,721","14,062","698,410","642,537","55,873","6,961","485,336","1,019","15,585,479","13,355,992","2,229,487","1,283,382","769,688","513,694",X,0
2016,35,NM STATE GOVT,63016,"5,275,438","37,084","2,930,004","2,085,366","844,638","37,084","73,000","214,688","245,447","1,298","29,552","82,826","160,743","342,527",0,653,"25,706","25,738","247,131","234,806","12,325","1,720","41,579",0,"1,406,524","1,313,648","92,876","559,299",1,X,"559,296",2
2016,36,NY STATE GOVT,33116,"81,349,860",X,"24,790,017","13,534,170","11,255,847","299,931","1,231","1,539,422","1,612,425","19,778","914,309","1,247,078","5,621,673","1,794,988","61,706",X,"24,047","45,235","1,516,114","1,357,552","158,562","19,380","127,046","1,460","50,686,339","46,504,528","4,181,811","4,078,516","1,364,261","1,299,841",X,"1,414,414"
2016,37,NC STATE GOVT,63016,"26,212,531",X,"11,149,894","7,187,844","3,962,050","378,744",0,"503,407","1,936,102",X,122,"286,286","857,389","1,878,827","25,140",184,"609,468","34,310","848,899","714,464","134,435","20,640","314,788","25,398","13,109,468","12,042,957","1,066,511","74,342","4,493","67,888","1,961",0
2016,38,ND STATE GOVT,63016,"3,709,105","3,910","1,496,824","1,017,269","479,555","9,026","3,406","65,113","196,837","1,566","46,455","30,757","126,395","204,055",381,756,X,"19,306","123,699","119,473","4,226",6,"59,907",0,"454,194","351,125","103,069","1,550,122",X,X,"1,550,122",0
2016,39,OH STATE GOVT,63016,"28,694,883",X,"18,231,167","12,226,504","6,004,663","100,712","269,267","579,408","1,855,699","5,628","1,156,646","1,008,798","1,028,505","2,223,747","42,501","37,833","237,487","37,695","847,906","769,085","78,821","27,863","943,758","48,704","8,202,432","8,169,197","33,235","37,537","2,154",X,"35,383",0
2016,40,OK STATE GOVT,63016,"8,818,503",X,"3,778,399","2,471,242","1,307,157","120,099","20,963","322,604","463,962","1,162","46,168","316,471","15,728","1,038,699","1,224","156,410","55,082","21,082","746,481","719,518","26,963",3,"57,692",725,"3,652,437","3,324,654","327,783","348,968",273,"17,871","330,824",0
2016,41,OR STATE GOVT,63016,"10,970,051","20,587","1,513,201",X,"1,513,201","18,375",X,"65,903","517,757","1,980","96,970","270,199","542,017","1,048,709","4,543","2,834","34,825","53,978","577,447","539,474","37,973","14,577","353,372","7,133","8,245,616","7,611,745","633,871","141,938","125,969","2,379","13,590",0
2016,42,PA STATE GOVT,63016,"37,394,589","43,124","19,284,374","10,221,593","9,062,781","373,004","1,395,968","820,513","2,971,950","10,350","1,310,130","962,110","1,218,756","2,159,170","17,741","11,820","80,943","74,654","971,892","900,127","71,765","80,661","901,143","20,316","14,388,463","11,932,232","2,456,231","1,519,458","933,140","562,623",X,"23,695"
2016,44,RI STATE GOVT,63016,"3,245,562","2,544","1,665,438","973,585","691,853","20,399",X,"113,993","90,032","1,070","103,971","144,403","217,985","100,771",72,197,"5,131","1,988","27,704","22,793","4,911","2,401","58,915","4,363","1,380,463","1,236,194","144,269","96,346","75,288","21,058",X,0
2016,45,SC STATE GOVT,63016,"9,457,330","32,670","4,525,200","3,192,331","1,332,869","173,138","36,662","223,416","574,513",X,"28,164","28,138","268,838","507,760","11,675","7,135","88,702","18,284","232,469","223,783","8,686","10,236","120,849","18,410","4,277,639","3,869,342","408,297","114,061",X,"114,061",X,0
2016,46,SD STATE GOVT,63016,"1,748,047",X,"1,440,041","968,787","471,254","16,656","9,256","86,879","186,990",388,"3,624","63,082","104,379","268,724","1,027","6,617","5,194","30,699","94,391","89,045","5,346",X,"107,967","22,829","32,684",X,"32,684","6,598",X,194,"6,404",0
2016,47,TN STATE GOVT,63016,"13,386,169",X,"9,704,247","7,006,376","2,697,871","174,340",X,"885,037","897,608",X,"8,268","263,739","468,879","1,516,966","1,467",254,"773,374","38,848","357,698","301,635","56,063","6,108","330,149","9,068","1,862,601","323,952","1,538,649","302,355","62,471","219,188","1,444","19,252"
2016,48,TX STATE GOVT,83116,"52,132,817",X,"46,370,774","32,131,385","14,239,389","1,191,961","29,780","2,171,362","3,500,210","6,954","605,487","1,479,863","5,253,772","3,414,335","74,711","19,874","137,109","110,051","2,365,368","2,227,996","137,372","20,542","517,411","169,269",X,X,X,"2,347,708",X,X,"2,347,708",0
2016,49,UT STATE GOVT,63016,"7,082,961",X,"3,031,819","2,083,671","948,148","51,563",X,"133,157","419,727",X,"24,351","119,717","199,633","290,426","2,669",X,586,"29,813","199,492","184,078","15,414",X,"53,264","4,602","3,707,893","3,374,535","333,358","52,823",X,X,"52,823",0
2016,50,VT STATE GOVT,63016,"3,085,865","1,056,323","1,031,257","371,365","659,892","25,025",X,"59,055","77,404",X,"9,012","80,418","408,978","117,328",431,26,"3,444","7,833","81,176","71,626","9,550",X,"20,955","3,463","828,322","729,986","98,336","52,635","12,509","35,627",X,"4,499"
2016,51,VA STATE GOVT,63016,"21,213,280","30,367","6,879,901","3,931,717","2,948,184","268,547",83,"485,018","895,589",X,"121,749","178,847","998,351","826,306","13,297",129,"61,138","27,763","517,684","477,126","40,558",X,"202,087","4,208","12,990,685","12,237,996","752,689","486,021",222,"368,747","2,468","114,584"
2016,53,WA STATE GOVT,63016,"22,280,088","2,062,065","17,636,031","13,560,382","4,075,649","347,642",X,"534,663","1,457,933","1,840","489,225","450,805","793,541","1,461,200","143,858","6,630","35,739","43,864","723,190","603,519","119,671","22,587","323,654","161,678",X,X,X,"1,120,792","136,035","945,026","39,731",0
2016,54,WV STATE GOVT,63016,"5,127,970","6,957","2,566,690","1,286,833","1,279,857","17,936","43,545","158,315","396,010","2,282","120,406","100,273","441,090","128,478",995,"3,192",986,"12,096","99,609","4,295","95,314",442,"9,928","1,230","1,990,391","1,845,711","144,680","435,454",X,"10,631","424,823",0
2016,55,WI STATE GOVT,63016,"17,649,467","170,537","7,763,441","5,058,789","2,704,652","58,970",201,"196,543","1,043,282",0,"368,724","649,538","387,394","1,151,656","1,823",545,"20,357","67,572","533,406","493,293","40,113","88,707","437,933","1,313","8,473,461","7,486,676","986,785","90,372","1,745","65,154","10,562","12,911"
2016,56,WY STATE GOVT,63016,"1,913,607","338,776","820,146","641,495","178,651","1,919",X,"27,991","115,175","1,963","4,823","24,060","2,720","157,086",X,X,"13,826","33,919","78,751","76,448","2,303",X,"30,590",0,X,X,X,"597,599",0,X,"593,959","3,640"
2015,0,US STATE GOVTS,N/A,"911,430,327","15,282,812","430,709,039","286,022,820","144,686,219","6,424,720","7,448,559","19,002,897","42,499,755","121,505","13,433,743","17,712,391","38,042,649","52,053,120","595,796","677,846","5,696,447","1,568,170","27,019,362","24,410,743","2,608,619","1,078,130","14,134,981","1,282,388","385,170,454","336,558,465","48,611,989","28,214,902","4,713,366","7,828,529","13,131,199","2,541,808"
2015,1,AL STATE GOVT,93015,"9,755,439","336,825","4,936,049","2,463,912","2,472,137","192,490",18,"312,030","560,188","1,514","734,531","116,414","554,952","493,883","4,217",X,"156,398","22,443","237,486","211,144","26,342","14,670","58,668",1,"3,870,173","3,336,587","533,586","118,509",X,"39,274","79,235",0
2015,2,AK STATE GOVT,63015,"1,363,350","127,821","255,971",X,"255,971","39,836","9,144","66,456","42,003",X,"4,200","65,823","28,509","115,886","1,845",21,X,"28,713","29,500","29,500",0,866,"44,663","10,278","227,852",X,"227,852","635,820",X,X,"635,820",0
2015,4,AZ STATE GOVT,63015,"13,721,262","882,643","7,885,555","6,105,909","1,779,646","71,270",X,"466,788","753,814",185,"22,703","314,239","150,647","458,737","6,764",X,"10,105","34,229","238,353","207,819","30,534","17,546","148,516","3,224","4,451,843","3,760,883","690,960","42,484",X,"17,622","24,862",0
2015,5,AR STATE GOVT,63015,"9,168,570","1,066,789","4,410,340","3,182,211","1,228,129","53,256","47,484","190,884","461,731","2,791",X,"225,097","246,886","384,306","4,751",497,"27,177","24,492","175,805","157,628","18,177","9,032","140,712","1,840","3,140,706","2,664,153","476,553","166,429",3,"35,508","104,383","26,535"
2015,6,CA STATE GOVT,63015,"151,234,534","2,315,507","52,412,359","38,464,704","13,947,655","357,373",X,"2,444,573","5,711,160","14,009","627,030","832,379","3,961,131","9,420,863","56,512","19,466","66,966","103,499","4,168,892","3,860,058","308,834","518,508","4,482,852","4,168","86,936,733","77,929,551","9,007,182","149,072",369,X,"67,500","81,203"
2015,8,CO STATE GOVT,63015,"12,747,749",X,"4,744,644","2,817,773","1,926,871","41,392","110,105","257,795","667,948",615,X,"202,241","646,775","680,739","6,875",754,"17,400","75,758","523,230","490,175","33,055","13,529","42,881",312,"7,029,683","6,360,629","669,054","292,683",X,X,"292,683",0
2015,9,CT STATE GOVT,63015,"16,184,490",X,"6,554,350","4,082,787","2,471,563","61,612","307,841","189,362","481,825","6,341","283,074","357,944","783,564","452,687","9,040",232,"27,828","5,116","269,159","219,903","49,256",676,"135,825","4,811","8,832,085","8,182,071","650,014","345,368","160,712","184,030",X,626
2015,10,DE STATE GOVT,63015,"3,513,916",X,"498,557",X,"498,557","20,708",X,"93,763","117,401",71,"56,644","102,695","107,275","1,389,894","1,910",305,"1,206,182","3,316","60,344","54,663","5,681",X,"112,096","5,741","1,540,994","1,140,248","400,746","84,471","5,846","77,590",X,"1,035"
2015,12,FL STATE GOVT,63015,"37,217,689",X,"30,336,315","21,800,895","8,535,420","459,019","198,094","690,160","2,481,760","7,401","2,689,490","1,192,906","816,590","2,138,834","8,515","14,000","309,821","17,303","1,537,391","1,381,688","155,703","25,316","216,891","9,597","2,237,500",X,"2,237,500","2,505,040",410,"2,467,410","37,220",0
2015,13,GA STATE GOVT,63015,"19,732,308","863,586","7,555,865","5,256,592","2,299,273","184,374",X,"419,653","1,025,819",X,X,"215,055","454,372","633,573","3,972",X,"46,579","23,867","453,460","351,212","102,248",X,"82,893","22,802","10,679,060","9,678,524","1,000,536",224,0,224,X,0
2015,15,HI STATE GOVT,63015,"6,485,563",X,"4,082,196","2,992,707","1,089,489","50,281",X,"150,872","93,066",X,"163,481","129,659","502,130","252,431",X,X,"1,647",514,"178,935","178,663",272,"20,755","39,372","11,208","2,060,164","1,987,915","72,249","90,772","12,071","78,701",X,0
2015,16,ID STATE GOVT,63015,"3,976,017",X,"1,941,280","1,463,802","477,478","8,937",X,"84,498","258,993","3,511","1,918","48,408","71,213","333,144","1,701",267,"2,301","37,603","153,550","142,970","10,580","56,699","77,194","3,829","1,695,450","1,478,368","217,082","6,143",X,X,"6,143",0
2015,17,IL STATE GOVT,63015,"40,821,385","60,959","17,641,282","10,489,152","7,152,130","283,177","746,846","379,773","1,293,272","6,360","1,675,695","861,954","1,905,053","2,730,407","13,156","14,861","358,214","39,734","1,794,068","1,675,694","118,374","18,196","455,585","36,593","19,968,083","15,913,816","4,054,267","420,654","354,570","66,084",X,0
2015,18,IN STATE GOVT,63015,"17,435,854","8,834","10,639,926","7,279,604","3,360,322","46,064","618,600","221,100","832,006","2,186","245,615","439,264","955,487","643,936","13,464","5,787","9,098","19,508","479,088","255,110","223,978",X,"33,230","83,761","6,136,549","5,232,977","903,572","6,609","4,594",X,"2,015",0
2015,19,IA STATE GOVT,63015,"9,189,255","1,772","4,268,628","3,040,627","1,228,001","22,686","288,085","109,593","541,813","3,865","6,177","223,069","32,713","874,778","15,315","23,268","42,286","27,891","614,951","594,080","20,871","9,793","139,123","2,151","3,934,855","3,471,617","463,238","109,222","89,807","19,415",X,0
2015,20,KS STATE GOVT,63015,"7,884,091","658,758","3,977,806","3,052,986","924,820","132,589",319,"211,766","439,045",X,371,"96,303","44,427","378,193","2,567","7,261","22,556","25,092","238,151","226,837","11,314","5,248","74,704","2,614","2,721,257","2,262,951","458,306","148,077",0,X,"148,077",0
2015,21,KY STATE GOVT,63015,"11,597,983","563,435","5,450,451","3,267,331","2,183,120","131,951",155,"146,481","850,276","2,965","63,575","242,232","745,485","487,834","6,495",248,"100,367","27,925","219,091","202,663","16,428",X,"128,470","5,238","4,821,411","4,069,501","751,910","274,852","50,976","3,263","220,613",0
2015,22,LA STATE GOVT,63015,"9,696,730","56,658","5,285,626","2,926,783","2,358,843","57,416","713,800","438,179","606,410","4,356","9,072","138,400","391,210","386,358",X,X,"146,329","31,098","87,086","76,004","11,082","6,989","110,708","4,148","3,236,754","2,983,104","253,650","731,334",4,0,"731,330",0
2015,23,ME STATE GOVT,63015,"4,064,075","37,028","1,999,051","1,280,298","718,753","18,312","51,555","98,353","243,891","1,883","33,484","136,913","134,362","268,026","6,300",643,"9,845","16,802","116,476","106,876","9,600",X,"108,891","9,069","1,702,096","1,533,130","168,966","57,874","31,196","26,678",X,0
2015,24,MD STATE GOVT,63015,"20,001,304","738,170","8,450,318","4,409,919","4,040,399","30,956","567,795","444,691","923,483","1,138","136,006","391,451","1,544,879","851,466","1,385","2,776","108,642","18,360","521,106","485,119","35,987",X,"197,289","1,908","9,349,733","8,346,145","1,003,588","611,617","243,412","170,410",X,"197,795"
2015,25,MA STATE GOVT,63015,"26,973,576","5,311","8,274,172","5,803,934","2,470,238","80,815","4,470","367,832","756,121","1,203","23,736","647,101","588,960","1,213,135","3,345","170,841","25,653","5,489","550,344","441,078","109,266",X,"295,550","161,913","16,719,284","14,491,903","2,227,381","761,674","340,903","261,898",X,"158,873"
2015,26,MI STATE GOVT,93015,"26,957,337","1,963,036","13,124,461","9,211,783","3,912,678","145,399","110,785","322,999","1,010,395","3,904","28,084","959,852","1,331,260","1,563,500","17,201",X,"22,820","62,501","1,074,988","1,018,071","56,917","29,803","159,782","196,405","10,010,943","8,825,375","1,185,568","295,397",110,"258,399","36,883",5
2015,27,MN STATE GOVT,63015,"24,479,856","839,487","9,953,411","5,483,791","4,469,620","85,142","49,063","437,806","884,596",514,12,"652,046","2,360,441","1,392,055","2,307","1,181","7,824","63,283","773,098","727,385","45,713",734,"484,485","59,143","11,846,676","10,370,047","1,476,629","448,227","141,262","207,431","58,931","40,603"
2015,28,MS STATE GOVT,63015,"7,902,885","25,961","4,873,777","3,422,774","1,451,003","42,094","131,270","299,127","428,278",X,"1,655","148,302","400,277","606,432","3,282","33,981","170,546","2,372","208,675","162,773","45,902","9,054","122,097","56,425","2,317,985","1,783,438","534,547","78,730",4,X,"78,726",0
2015,29,MO STATE GOVT,63015,"12,005,133","30,265","5,084,211","3,380,034","1,704,177","36,208","366,381","376,811","695,145",X,X,"99,436","130,196","596,983","5,122","1,799","29,978","32,827","296,343","278,327","18,016","19,696","139,677","71,541","6,281,907","5,856,131","425,776","11,767",92,"11,630",1,44
2015,30,MT STATE GOVT,63015,"2,843,465","268,057","603,200",X,"603,200","33,860","59,808","97,404","226,806",39,"47,026","85,042","53,215","350,769","2,222","4,587","3,594","53,632","167,559","157,999","9,560",7,"108,470","10,698","1,348,517","1,180,478","168,039","272,922",X,X,"269,287","3,635"
2015,31,NE STATE GOVT,63015,"5,086,759",119,"2,315,830","1,787,880","527,950","29,873","6,309","31,036","327,665",150,"57,349","63,585","11,983","172,391","1,817",864,"5,849","13,786","112,203","101,808","10,395",X,"36,832","1,040","2,584,059","2,239,582","344,477","14,360",X,"9,078","5,282",0
2015,32,NV STATE GOVT,63015,"7,532,989","242,168","6,038,768","4,080,507","1,958,261","43,799","952,593","293,922","304,364",0,"24,106","116,840","222,637","649,333",X,"86,564","97,596","10,513","203,469","173,550","29,919",X,"247,871","3,320",X,X,X,"602,720",X,"69,202","121,604","411,914"
2015,33,NH STATE GOVT,63015,"2,487,737","404,579","970,102",X,"970,102","12,328",436,"107,740","146,796",914,"63,528","236,380","401,980","322,667","4,583",164,"54,896","10,093","134,859","122,490","12,369","21,456","95,760",856,"672,717","96,038","576,679","117,672",X,"117,672",X,0
2015,34,NJ STATE GOVT,63015,"31,567,654","4,547","12,951,867","9,146,025","3,805,842","138,548","206,143","648,090","535,550",X,"964,052","715,556","597,903","1,553,255","4,199","53,812","286,599","13,566","692,472","637,074","55,398","7,762","492,866","1,979","15,829,393","13,250,002","2,579,391","1,228,592","793,508","435,084",X,0
2015,35,NM STATE GOVT,63015,"6,009,443","108,803","2,995,689","2,256,088","739,601","45,735","72,059","122,280","240,177",875,"28,470","79,956","150,049","272,008",0,633,"25,199","19,163","185,118","181,434","3,684","1,503","40,392",0,"1,631,201","1,381,254","249,947","1,001,742",1,X,"1,001,741",0
2015,36,NY STATE GOVT,33115,"78,201,753",X,"23,932,517","13,104,421","10,828,096","250,899","1,129","1,431,361","1,648,106","18,969","873,449","1,306,696","5,297,487","1,764,149","61,173",X,"26,511","49,489","1,497,802","1,357,402","140,400","12,601","115,113","1,460","48,794,019","43,709,832","5,084,187","3,711,068","1,108,529","1,155,309",X,"1,447,230"
2015,37,NC STATE GOVT,63015,"25,084,225",X,"10,733,859","6,862,578","3,871,281","359,880","1,824","529,936","1,924,089",X,0,"276,458","779,094","1,755,328","24,877",199,"631,302","32,984","723,917","607,531","116,386","19,831","297,979","24,239","12,527,873","11,197,650","1,330,223","67,165","3,225","62,070","1,870",0
2015,38,ND STATE GOVT,63015,"5,736,355","3,505","1,935,816","1,389,083","546,733","9,485","3,626","58,008","232,296","1,364","45,272","32,518","164,164","225,540",377,549,X,"17,809","128,128","122,799","5,329",6,"78,671",0,"722,170","536,131","186,039","2,849,324",X,X,"2,849,324",0
2015,39,OH STATE GOVT,63015,"28,297,156",X,"17,214,405","11,900,176","5,314,229","101,090","269,998","544,523","1,907,996","5,758","1,114,159","809,640","561,065","2,171,231","41,959","15,970","236,774","37,698","826,208","745,550","80,658","31,172","933,678","47,772","8,885,559","8,882,973","2,586","25,961","3,070",X,"22,891",0
2015,40,OK STATE GOVT,63015,"9,692,601",X,"4,032,088","2,682,008","1,350,080","116,772","20,767","325,954","455,288","1,155","49,491","313,852","66,801","1,055,808",959,"152,751","58,478","20,777","754,180","724,318","29,862",4,"68,132",527,"4,029,959","3,641,429","388,530","574,746",135,"18,065","556,546",0
2015,41,OR STATE GOVT,63015,"10,577,079","20,336","1,498,647",X,"1,498,647","17,811",X,"62,340","524,665","2,268","83,299","266,247","542,017","988,932","4,627","2,755","36,048","53,396","582,427","540,392","42,035","15,945","287,006","6,728","7,930,842","7,309,115","621,727","138,322","110,994","3,179","24,149",0
2015,42,PA STATE GOVT,63015,"36,110,311","41,860","18,369,809","9,865,270","8,504,539","358,887","1,408,047","792,922","2,731,605","10,293","1,268,072","978,006","956,707","2,222,062","17,183","16,568","116,290","73,926","969,486","892,817","76,669","61,679","947,137","19,793","13,999,110","11,488,974","2,510,136","1,477,470","970,839","484,780",X,"21,851"
